Wavelength,Flux,BestFit,SkyFlux
3890.451,6.139,5.370,2.907
3891.347,9.467,5.437,2.924
3892.243,4.709,5.624,3.059
3893.140,4.145,5.596,3.406
3894.036,12.113,5.658,3.791
3894.933,6.036,5.740,4.239
3895.830,3.746,5.407,4.722
3896.727,2.545,5.273,5.008
3897.625,3.454,5.224,4.804
3898.522,7.713,5.098,4.540
3899.420,6.814,4.862,4.319
3900.318,1.904,4.684,4.198
3901.216,5.189,4.676,4.042
3902.114,6.948,4.492,3.772
3903.013,4.155,4.527,4.163
3903.912,5.557,4.512,5.077
3904.811,3.990,4.445,6.016
3905.710,4.759,4.388,6.482
3906.609,2.824,4.360,6.650
3907.509,0.941,4.528,6.780
3908.409,7.474,4.513,6.454
3909.309,6.320,4.594,5.931
3910.209,5.054,4.758,6.490
3911.110,5.810,4.843,7.762
3912.010,4.626,4.797,8.357
3912.911,4.304,4.713,7.641
3913.812,9.436,4.638,6.235
3914.714,6.293,4.396,5.425
3915.615,1.566,4.242,5.429
3916.517,3.805,4.372,5.829
3917.419,3.393,4.661,5.651
3918.321,4.221,4.940,5.367
3919.223,3.466,4.980,5.075
3920.126,4.765,5.110,4.767
3921.029,7.435,5.460,4.377
3921.931,9.250,5.734,3.531
3922.835,9.484,5.701,3.180
3923.738,11.452,6.024,3.731
3924.642,9.937,6.120,4.794
3925.545,5.948,5.876,5.524
3926.449,7.276,5.569,5.320
3927.354,5.159,5.301,4.411
3928.258,8.910,5.022,3.567
3929.163,4.356,5.021,3.052
3930.067,8.450,4.728,2.674
3930.972,9.079,4.515,2.536
3931.878,5.612,4.598,2.517
3932.783,4.446,4.860,2.702
3933.689,7.421,5.104,2.795
3934.595,9.538,5.360,2.759
3935.501,7.259,5.445,2.666
3936.407,6.946,5.569,2.756
3937.314,8.794,5.747,3.011
3938.220,8.163,5.944,3.752
3939.127,2.865,6.079,4.453
3940.034,7.391,5.817,4.702
3940.942,6.582,5.496,4.874
3941.849,3.719,5.622,5.079
3942.757,5.378,5.411,5.431
3943.665,6.068,4.893,5.559
3944.573,3.928,5.010,5.315
3945.481,3.543,4.918,5.047
3946.390,3.372,4.723,5.056
3947.299,5.835,4.865,5.045
3948.208,6.463,5.012,4.687
3949.117,6.736,5.043,4.281
3950.026,7.035,5.258,4.555
3950.936,5.136,5.367,5.247
3951.846,5.230,5.676,5.557
3952.756,6.903,6.139,4.871
3953.666,3.711,6.287,3.915
3954.577,6.424,6.198,3.894
3955.487,4.671,6.415,4.667
3956.398,6.757,6.590,5.351
3957.309,3.664,6.751,5.356
3958.221,3.162,6.738,5.161
3959.132,5.320,6.734,5.194
3960.044,8.931,6.753,5.079
3960.956,9.348,6.614,4.556
3961.868,6.070,6.618,3.849
3962.780,6.521,6.698,3.493
3963.693,5.897,6.585,3.412
3964.606,7.617,6.378,3.447
3965.519,6.427,6.333,3.197
3966.432,8.046,6.436,2.762
3967.345,5.930,6.200,2.298
3968.259,6.029,6.066,2.069
3969.173,9.380,6.097,2.018
3970.087,7.707,6.160,2.108
3971.001,4.001,6.240,2.232
3971.915,5.617,6.377,2.315
3972.830,3.758,6.346,2.599
3973.745,8.212,6.474,3.228
3974.660,5.993,6.467,3.974
3975.575,8.356,6.350,4.420
3976.491,9.405,6.227,4.455
3977.407,6.797,6.102,4.419
3978.323,7.560,6.078,4.528
3979.239,6.422,6.032,4.644
3980.155,2.792,5.767,4.909
3981.072,5.579,5.566,5.492
3981.988,4.332,5.529,5.956
3982.905,5.342,5.495,6.130
3983.823,7.442,5.753,5.664
3984.740,7.344,5.853,4.547
3985.658,4.690,5.798,4.149
3986.576,3.811,5.668,4.844
3987.494,5.233,5.535,5.944
3988.412,4.508,5.449,6.230
3989.330,6.631,5.422,5.582
3990.249,10.951,5.619,4.971
3991.168,4.104,5.749,5.123
3992.087,2.474,5.893,5.654
3993.006,7.875,6.202,5.575
3993.926,10.196,6.482,5.112
3994.846,8.128,6.280,4.832
3995.766,5.697,6.236,4.794
3996.686,4.859,6.412,4.984
3997.606,7.058,6.478,5.108
3998.527,8.792,6.488,4.936
3999.447,6.801,6.750,4.964
4000.369,7.103,6.768,5.473
4001.290,9.061,6.662,5.930
4002.211,8.484,6.865,5.804
4003.133,11.512,6.960,5.137
4004.055,6.509,6.787,4.819
4004.977,5.707,6.720,5.029
4005.899,5.541,6.453,5.078
4006.822,4.946,6.062,5.058
4007.744,6.109,5.733,5.440
4008.667,6.136,5.449,6.125
4009.590,3.508,5.200,6.403
4010.514,5.888,5.060,6.606
4011.437,6.030,5.016,6.986
4012.361,2.778,5.361,7.390
4013.285,4.308,5.534,7.131
4014.209,3.978,5.734,6.482
4015.134,5.897,6.151,6.132
4016.058,7.642,6.490,5.863
4016.983,10.960,6.648,5.170
4017.908,12.175,6.880,4.534
4018.833,6.094,7.057,5.043
4019.759,8.415,6.952,6.385
4020.685,5.601,6.691,7.098
4021.610,7.472,6.567,7.310
4022.537,8.088,6.218,6.957
4023.463,5.457,5.665,6.735
4024.389,4.328,5.272,7.394
4025.316,4.805,4.954,7.430
4026.243,3.755,4.723,6.860
4027.170,2.560,4.893,6.509
4028.098,3.649,5.427,6.158
4029.025,4.408,5.789,5.845
4029.953,7.985,6.243,5.757
4030.881,3.844,6.556,6.410
4031.809,8.119,6.788,6.353
4032.738,8.901,7.222,5.051
4033.667,7.691,6.986,4.292
4034.596,7.875,6.835,4.482
4035.525,8.997,6.755,5.109
4036.454,7.621,6.548,5.434
4037.383,4.359,6.117,5.188
4038.313,5.220,5.496,5.111
4039.243,5.125,4.816,5.127
4040.173,5.753,4.328,5.422
4041.104,2.951,4.145,6.055
4042.034,4.659,4.124,6.600
4042.965,3.555,4.212,6.456
4043.896,3.987,4.461,6.497
4044.827,5.066,4.682,7.368
4045.759,6.509,5.198,9.426
4046.691,7.348,5.408,13.683
4047.622,4.771,5.478,17.717
4048.555,8.112,5.573,17.699
4049.487,10.704,5.419,13.080
4050.419,2.416,5.124,9.072
4051.352,7.817,4.943,7.008
4052.285,4.221,4.755,6.128
4053.218,2.917,4.552,6.545
4054.152,2.616,4.435,6.848
4055.085,3.077,4.429,6.653
4056.019,5.093,4.315,6.029
4056.953,4.818,4.254,5.548
4057.887,4.924,4.674,5.613
4058.822,4.035,5.124,6.074
4059.757,6.483,5.393,6.135
4060.692,5.898,5.848,6.202
4061.627,6.649,6.211,6.290
4062.562,6.271,6.184,6.607
4063.498,7.054,6.222,6.770
4064.433,5.904,6.164,6.485
4065.369,4.931,5.850,6.470
4066.305,5.873,5.594,6.922
4067.242,4.911,5.651,7.026
4068.178,7.423,5.575,6.401
4069.115,6.410,5.650,5.938
4070.052,4.723,5.726,6.048
4070.990,5.002,5.644,6.383
4071.927,0.215,5.597,6.399
4072.865,4.863,5.715,5.983
4073.803,7.832,5.672,5.414
4074.741,5.484,5.651,5.459
4075.679,6.370,5.704,5.757
4076.618,7.868,5.730,6.528
4077.557,6.681,5.694,7.427
4078.496,13.024,5.808,8.052
4079.435,7.051,6.068,7.796
4080.374,5.138,6.228,6.918
4081.314,9.418,6.348,6.288
4082.254,6.663,6.492,6.733
4083.194,7.605,6.606,7.073
4084.134,7.165,6.812,7.074
4085.075,5.813,6.975,7.184
4086.015,6.860,7.062,7.222
4086.956,6.427,7.105,6.864
4087.898,8.996,7.202,6.277
4088.839,8.008,7.425,5.820
4089.781,7.461,7.604,5.826
4090.722,6.658,7.602,5.864
4091.664,9.653,7.761,6.099
4092.607,7.442,7.764,6.576
4093.549,8.964,7.513,6.803
4094.492,9.451,7.396,6.592
4095.435,6.036,7.183,6.197
4096.378,6.031,6.952,5.533
4097.321,5.874,6.627,5.333
4098.265,5.132,6.274,5.336
4099.208,7.097,6.059,5.668
4100.152,6.885,6.073,6.311
4101.097,4.576,6.135,6.045
4102.041,6.845,6.092,5.147
4102.986,7.383,5.850,4.652
4103.931,4.801,5.685,4.634
4104.876,4.876,5.642,4.977
4105.821,6.670,5.474,5.066
4106.766,4.532,5.432,5.310
4107.712,3.312,5.352,5.343
4108.658,7.482,5.057,5.187
4109.604,6.710,4.943,4.933
4110.551,7.342,5.136,4.760
4111.497,4.856,5.326,4.950
4112.444,6.621,5.768,5.345
4113.391,7.601,6.167,5.594
4114.338,7.818,6.405,5.611
4115.286,6.075,6.547,5.238
4116.233,5.517,6.699,4.707
4117.181,8.791,6.828,4.756
4118.130,5.571,6.703,4.735
4119.078,6.492,6.615,4.727
4120.026,8.538,6.698,5.122
4120.975,6.576,6.761,5.472
4121.924,4.892,6.756,5.496
4122.873,8.075,6.834,5.428
4123.823,8.458,6.771,5.479
4124.772,6.859,6.531,5.709
4125.722,7.564,6.256,5.687
4126.672,7.068,6.062,5.313
4127.623,4.001,5.849,5.112
4128.573,5.745,5.536,5.471
4129.524,8.042,5.613,6.266
4130.475,2.819,5.493,6.359
4131.426,3.950,5.337,5.328
4132.378,4.445,5.184,4.582
4133.329,5.971,5.053,4.822
4134.281,5.383,5.064,5.614
4135.233,3.654,5.127,5.895
4136.185,2.889,4.956,5.897
4137.138,3.920,4.757,6.292
4138.091,5.133,4.638,6.615
4139.044,2.700,4.541,6.541
4139.997,4.213,4.376,5.757
4140.950,3.654,4.234,5.364
4141.904,4.841,4.344,5.640
4142.858,5.038,4.141,5.571
4143.812,4.306,4.016,5.380
4144.766,2.955,4.147,5.213
4145.720,2.364,3.979,5.375
4146.675,2.498,3.663,5.556
4147.630,3.149,3.605,5.632
4148.585,5.021,3.740,5.497
4149.540,6.021,3.737,5.193
4150.496,5.162,3.665,5.495
4151.452,4.309,3.853,5.685
4152.408,6.820,3.799,5.620
4153.364,5.351,3.778,5.519
4154.321,5.014,4.010,5.394
4155.277,5.642,4.313,5.528
4156.234,4.719,4.574,6.231
4157.191,3.408,4.925,7.099
4158.149,4.793,5.280,6.856
4159.106,7.321,5.521,5.717
4160.064,5.352,5.603,5.611
4161.022,4.480,5.674,6.037
4161.980,3.779,5.853,6.428
4162.939,5.358,6.001,6.477
4163.897,8.215,5.803,6.502
4164.856,6.944,5.825,6.792
4165.815,3.373,5.774,7.284
4166.775,5.421,5.658,7.349
4167.734,7.562,5.704,6.972
4168.694,5.360,5.885,6.718
4169.654,5.727,5.685,6.912
4170.614,6.098,5.570,7.050
4171.574,5.274,5.478,7.010
4172.535,4.035,5.332,6.717
4173.496,3.552,5.200,6.241
4174.457,5.125,5.169,5.771
4175.418,5.229,5.108,5.948
4176.380,4.714,5.066,5.773
4177.342,6.714,5.251,5.068
4178.304,6.814,5.514,4.858
4179.266,5.133,5.726,5.392
4180.228,6.923,5.946,6.044
4181.191,8.464,6.034,6.272
4182.154,7.245,6.160,6.102
4183.117,6.601,6.135,5.547
4184.080,7.675,6.114,5.301
4185.044,5.598,6.165,5.534
4186.007,4.735,6.035,5.682
4186.971,5.325,5.714,5.525
4187.936,3.743,5.711,5.077
4188.900,3.115,5.622,4.672
4189.865,5.105,5.414,4.676
4190.830,6.545,5.418,4.756
4191.795,6.993,5.758,5.091
4192.760,7.046,5.834,5.602
4193.725,4.401,5.952,5.783
4194.691,6.398,5.941,5.397
4195.657,7.227,5.756,5.092
4196.623,4.585,5.602,5.009
4197.590,5.542,5.641,4.689
4198.556,5.308,5.503,4.212
4199.523,4.713,5.480,4.285
4200.490,4.648,5.651,4.850
4201.458,5.954,5.673,4.989
4202.425,7.875,5.519,4.591
4203.393,5.864,5.563,4.475
4204.361,6.160,5.548,4.770
4205.329,4.947,5.514,4.870
4206.298,5.697,5.432,5.158
4207.266,4.194,5.406,5.768
4208.235,6.966,5.598,5.866
4209.204,5.540,6.007,5.770
4210.174,6.343,6.292,5.628
4211.143,8.797,6.615,5.385
4212.113,8.171,6.851,5.423
4213.083,7.866,7.013,5.831
4214.053,7.377,7.096,6.111
4215.023,6.342,7.018,5.438
4215.994,7.719,6.972,4.933
4216.965,8.041,7.091,5.221
4217.936,6.894,7.254,5.329
4218.907,7.902,7.169,4.898
4219.879,6.996,6.980,4.751
4220.851,7.785,7.142,5.090
4221.823,7.090,7.169,5.282
4222.795,5.621,6.977,5.068
4223.767,7.139,6.932,4.902
4224.740,8.177,6.933,4.941
4225.713,7.011,6.883,5.107
4226.686,9.187,6.988,5.126
4227.659,4.391,7.244,4.974
4228.633,6.298,7.569,4.831
4229.607,8.475,7.742,4.888
4230.581,6.688,7.844,5.050
4231.555,7.566,7.990,5.104
4232.530,10.223,8.108,5.362
4233.504,10.156,8.125,5.301
4234.479,8.623,8.187,4.947
4235.454,8.713,8.088,4.907
4236.430,8.156,7.976,5.359
4237.405,6.741,7.976,5.589
4238.381,8.990,7.871,5.315
4239.357,4.261,7.460,5.188
4240.333,5.702,7.225,5.204
4241.310,7.292,7.154,4.952
4242.287,4.994,6.957,4.670
4243.263,8.192,6.691,4.409
4244.241,7.434,6.681,4.610
4245.218,5.408,6.509,5.146
4246.196,5.946,6.512,5.602
4247.173,5.941,6.241,6.424
4248.152,7.308,5.787,7.046
4249.130,4.328,5.384,6.516
4250.108,5.685,4.974,5.630
4251.087,3.527,4.523,4.965
4252.066,3.193,3.970,4.999
4253.045,3.478,3.464,5.487
4254.025,1.605,3.039,5.371
4255.004,2.106,2.743,4.789
4255.984,3.159,2.665,4.661
4256.964,3.947,2.653,5.160
4257.945,4.477,2.888,5.633
4258.925,3.991,3.229,6.001
4259.906,4.231,3.607,5.873
4260.887,3.264,4.061,4.914
4261.868,4.389,4.581,3.975
4262.849,4.914,4.962,4.271
4263.831,7.535,5.372,4.867
4264.813,3.999,5.580,5.472
4265.795,5.623,5.748,5.523
4266.778,5.144,5.969,5.610
4267.760,3.987,6.084,5.850
4268.743,6.574,6.398,5.958
4269.726,7.851,6.740,5.444
4270.709,6.992,7.044,4.463
4271.693,9.431,7.258,3.745
4272.676,9.690,7.425,3.585
4273.660,8.734,7.671,3.662
4274.644,7.766,7.911,3.950
4275.629,7.119,7.893,4.753
4276.613,8.460,7.937,5.235
4277.598,8.121,7.982,5.231
4278.583,8.716,7.891,5.547
4279.569,8.133,7.802,5.739
4280.554,7.475,7.812,5.506
4281.540,7.618,7.587,5.245
4282.526,6.617,7.448,5.188
4283.512,7.350,7.248,5.450
4284.499,8.298,6.815,5.602
4285.485,6.986,6.325,5.506
4286.472,4.138,5.822,5.548
4287.459,3.875,5.489,5.344
4288.447,5.060,5.047,5.083
4289.434,3.396,4.484,4.852
4290.422,3.147,3.979,4.535
4291.410,3.783,3.617,4.583
4292.398,2.035,3.233,5.139
4293.387,1.495,3.113,5.363
4294.375,3.340,2.997,5.195
4295.364,2.618,3.120,5.165
4296.353,4.289,3.605,5.229
4297.343,2.181,4.108,5.237
4298.332,4.464,4.632,5.417
4299.322,3.710,5.202,5.109
4300.312,6.241,5.832,4.326
4301.303,5.366,6.444,3.773
4302.293,6.856,6.943,3.613
4303.284,8.534,7.346,3.759
4304.275,7.263,7.833,4.234
4305.266,7.486,8.159,4.674
4306.258,9.403,8.444,4.581
4307.249,9.150,8.684,4.205
4308.241,11.432,8.831,4.139
4309.233,9.218,8.922,4.285
4310.226,8.540,8.942,4.022
4311.218,10.846,8.993,3.751
4312.211,9.723,9.320,4.067
4313.204,10.094,9.414,4.769
4314.197,9.881,9.250,5.705
4315.191,10.351,9.552,6.256
4316.184,9.224,9.730,6.361
4317.178,10.406,9.714,6.083
4318.173,11.371,9.795,5.827
4319.167,8.650,9.848,5.636
4320.162,12.058,9.813,6.073
4321.157,10.747,9.900,6.871
4322.152,8.714,9.903,7.016
4323.147,9.655,9.905,6.169
4324.143,9.680,9.857,4.441
4325.138,10.376,9.795,4.035
4326.134,9.152,9.854,4.652
4327.131,8.545,10.102,5.034
4328.127,8.998,10.295,5.556
4329.124,10.261,10.345,5.958
4330.121,10.249,10.439,5.695
4331.118,9.145,10.485,5.684
4332.115,9.876,10.334,6.068
4333.113,9.679,10.068,5.671
4334.111,10.070,9.942,5.277
4335.109,9.282,9.947,5.390
4336.107,10.354,10.028,5.453
4337.106,11.371,10.199,5.601
4338.104,11.121,10.442,5.182
4339.103,10.571,10.656,4.598
4340.103,11.433,10.790,4.511
4341.102,11.374,10.918,4.785
4342.102,10.748,10.860,4.926
4343.102,11.843,10.853,4.790
4344.102,11.950,11.012,4.764
4345.102,10.092,11.036,5.266
4346.103,12.449,10.955,5.768
4347.104,11.735,10.937,5.828
4348.105,10.104,11.032,6.343
4349.106,11.554,11.048,6.702
4350.108,12.448,10.974,6.485
4351.109,9.715,11.015,5.996
4352.111,9.434,10.899,5.266
4353.114,9.339,10.900,5.122
4354.116,9.356,10.875,5.599
4355.119,11.209,10.873,5.138
4356.122,11.933,10.968,5.463
4357.125,10.252,11.016,9.083
4358.128,10.448,10.839,17.329
4359.132,11.735,10.668,28.037
4360.136,12.771,10.367,30.030
4361.140,10.491,10.051,22.731
4362.144,8.051,9.846,13.630
4363.149,8.953,9.669,9.421
4364.153,8.612,9.559,7.746
4365.158,8.170,9.663,7.097
4366.164,10.503,10.021,6.328
4367.169,10.974,10.503,6.095
4368.175,10.748,10.852,6.031
4369.181,13.439,10.947,5.873
4370.187,13.373,11.217,6.018
4371.193,9.668,11.115,5.900
4372.200,11.276,10.888,5.567
4373.207,10.984,10.758,5.737
4374.214,8.475,10.573,5.661
4375.221,9.763,10.060,4.911
4376.229,7.339,9.594,5.322
4377.236,9.203,9.470,6.561
4378.244,9.371,9.564,6.574
4379.253,9.886,9.776,6.192
4380.261,9.569,10.064,5.896
4381.270,9.485,10.403,5.855
4382.279,10.187,10.805,5.698
4383.288,9.606,10.827,5.159
4384.297,10.468,10.752,4.621
4385.307,11.115,10.665,4.374
4386.317,11.382,10.523,4.738
4387.327,6.654,10.349,5.732
4388.337,8.553,10.080,6.121
4389.348,7.806,9.968,5.434
4390.359,8.687,9.974,5.202
4391.370,9.276,10.010,5.199
4392.381,9.728,10.032,4.665
4393.392,10.579,10.007,4.669
4394.404,10.239,9.861,4.886
4395.416,9.553,9.747,4.808
4396.428,10.680,9.555,4.724
4397.441,10.737,9.398,4.892
4398.453,8.713,9.489,5.157
4399.466,9.437,9.837,5.241
4400.479,9.678,10.089,5.601
4401.493,8.996,10.078,5.977
4402.506,10.168,10.187,5.809
4403.520,10.835,10.262,5.628
4404.534,10.778,10.155,5.480
4405.549,10.486,10.146,5.609
4406.563,10.734,10.220,6.228
4407.578,8.925,10.072,6.238
4408.593,8.931,9.938,5.888
4409.608,9.619,9.859,6.046
4410.624,7.724,9.741,6.209
4411.639,10.380,9.644,6.451
4412.655,8.569,9.844,6.340
4413.671,9.628,10.137,6.372
4414.688,11.543,10.406,6.815
4415.704,12.553,10.630,6.484
4416.721,11.733,10.799,6.514
4417.738,11.346,10.890,7.078
4418.756,11.468,10.958,6.725
4419.773,11.306,10.988,6.180
4420.791,11.096,11.170,6.691
4421.809,12.941,11.382,6.679
4422.827,13.926,11.487,6.410
4423.846,11.409,11.599,6.309
4424.865,11.211,11.762,6.208
4425.884,13.057,11.548,6.347
4426.903,8.943,11.309,6.024
4427.922,10.895,11.185,5.938
4428.942,10.341,11.001,6.182
4429.962,8.741,10.660,5.780
4430.982,12.379,10.588,5.420
4432.003,11.214,10.182,5.799
4433.023,9.338,9.700,6.295
4434.044,9.504,9.422,6.343
4435.065,9.012,9.251,5.462
4436.086,8.551,8.912,4.997
4437.108,8.644,8.659,5.396
4438.130,8.138,8.674,5.780
4439.152,8.622,8.834,5.962
4440.174,9.953,9.131,6.283
4441.197,9.986,9.495,6.184
4442.219,11.144,9.737,5.473
4443.242,11.922,10.007,5.382
4444.266,10.204,10.345,5.688
4445.289,8.871,10.372,5.452
4446.313,12.713,10.281,5.735
4447.337,10.449,10.352,6.009
4448.361,10.293,10.471,5.686
4449.385,10.962,10.549,5.226
4450.410,11.118,10.671,5.597
4451.435,11.011,10.827,6.423
4452.460,9.582,10.923,6.101
4453.485,11.141,10.978,5.046
4454.511,12.285,11.060,4.671
4455.536,11.053,10.814,4.877
4456.562,10.886,10.657,4.565
4457.589,12.771,10.659,4.423
4458.615,12.381,10.670,4.661
4459.642,11.796,10.666,4.808
4460.669,10.532,10.755,5.237
4461.696,13.120,10.735,5.293
4462.724,10.866,10.795,5.208
4463.751,10.174,10.846,5.272
4464.779,11.341,10.836,5.273
4465.808,11.064,10.729,5.225
4466.836,11.868,10.513,5.309
4467.865,11.594,10.388,5.417
4468.893,10.010,10.173,5.283
4469.923,11.028,10.016,4.999
4470.952,11.690,10.009,4.863
4471.982,9.311,10.108,4.972
4473.011,10.171,10.215,5.151
4474.041,8.312,10.316,5.415
4475.072,11.991,10.530,5.452
4476.102,12.166,10.837,5.424
4477.133,11.402,10.982,5.578
4478.164,11.069,10.933,5.664
4479.195,11.878,10.945,5.189
4480.227,12.448,10.729,5.037
4481.259,10.408,10.363,4.884
4482.290,8.458,10.046,5.033
4483.323,9.422,9.886,5.355
4484.355,9.186,9.905,5.665
4485.388,10.700,10.071,5.978
4486.421,8.633,10.277,5.647
4487.454,11.447,10.349,5.295
4488.487,10.701,10.317,6.090
4489.521,9.684,10.220,6.096
4490.555,10.323,10.117,4.703
4491.589,11.199,10.090,4.802
4492.623,9.750,10.095,5.674
4493.658,10.085,10.063,5.959
4494.693,9.583,9.967,5.594
4495.728,9.765,9.986,5.888
4496.763,10.195,10.145,6.307
4497.799,8.715,10.215,5.729
4498.834,11.171,10.374,5.500
4499.870,10.747,10.611,5.623
4500.907,12.662,10.843,5.492
4501.943,10.967,10.993,5.498
4502.980,11.417,11.055,5.474
4504.017,12.113,11.099,5.740
4505.054,10.722,11.122,6.072
4506.091,10.013,10.977,6.081
4507.129,8.193,10.788,5.914
4508.167,9.832,10.617,5.609
4509.205,10.013,10.490,5.834
4510.244,8.708,10.457,6.260
4511.282,9.075,10.458,6.017
4512.321,9.878,10.257,5.380
4513.360,10.895,10.040,5.276
4514.400,10.481,9.878,5.745
4515.439,8.192,9.767,5.651
4516.479,11.941,9.768,5.206
4517.519,8.011,9.858,5.589
4518.559,11.224,9.846,5.826
4519.600,10.631,10.009,5.931
4520.641,10.573,10.166,5.859
4521.682,10.082,10.149,5.650
4522.723,8.744,10.194,5.526
4523.765,11.626,10.228,5.520
4524.806,10.984,10.200,5.419
4525.848,9.327,10.323,5.339
4526.891,10.711,10.525,5.117
4527.933,12.642,10.606,4.561
4528.976,11.762,10.532,4.431
4530.019,9.303,10.490,5.079
4531.062,10.392,10.575,5.520
4532.105,10.669,10.524,5.482
4533.149,9.838,10.546,5.961
4534.193,9.566,10.740,6.223
4535.237,12.859,10.776,6.040
4536.282,9.782,10.900,5.955
4537.326,11.373,10.882,5.935
4538.371,11.942,10.725,5.792
4539.416,10.743,10.521,6.099
4540.462,11.337,10.309,6.174
4541.507,9.434,10.079,5.559
4542.553,8.875,9.954,5.202
4543.599,10.345,9.880,5.438
4544.645,11.679,9.876,6.270
4545.692,11.540,9.978,6.272
4546.739,8.258,10.155,5.944
4547.786,9.710,10.337,6.160
4548.833,12.116,10.614,6.159
4549.881,10.470,10.853,5.739
4550.928,13.211,11.069,5.432
4551.976,11.100,11.263,5.345
4553.025,10.645,11.375,5.853
4554.073,11.179,11.345,6.129
4555.122,11.862,11.279,5.378
4556.171,12.545,11.331,5.356
4557.220,10.608,11.294,5.519
4558.270,10.500,11.101,5.447
4559.319,12.427,10.912,5.739
4560.369,12.438,10.937,5.936
4561.419,10.719,11.077,5.550
4562.470,10.227,11.153,5.716
4563.520,11.194,11.291,6.100
4564.571,11.471,11.498,5.413
4565.623,12.582,11.680,4.709
4566.674,12.413,11.708,5.034
4567.726,10.913,11.366,5.740
4568.777,12.029,10.968,5.715
4569.830,10.740,10.448,5.502
4570.882,10.406,9.876,5.617
4571.935,7.821,9.376,5.778
4572.987,8.777,9.029,5.433
4574.040,9.873,9.142,5.128
4575.094,9.369,9.542,5.315
4576.147,10.029,10.094,5.198
4577.201,10.728,10.648,4.973
4578.255,10.295,10.988,5.542
4579.310,10.802,11.000,5.923
4580.364,12.186,11.073,5.767
4581.419,12.031,11.154,5.514
4582.474,11.075,11.094,5.282
4583.529,11.148,10.985,5.327
4584.585,11.226,10.952,5.318
4585.640,9.505,10.971,5.149
4586.696,9.391,11.123,5.391
4587.753,10.611,11.386,5.456
4588.809,13.975,11.546,5.242
4589.866,12.234,11.682,5.155
