Wavelength,Flux,BestFit,SkyFlux
4427.922,89.631,86.727,15.326
4428.942,88.770,87.761,15.263
4429.962,91.655,87.822,15.304
4430.982,88.363,87.030,15.461
4432.003,89.157,86.767,15.590
4433.023,90.533,85.878,15.530
4434.044,87.499,87.198,15.070
4435.065,87.887,85.900,14.019
4436.086,89.347,84.606,12.864
4437.108,87.968,86.817,14.252
4438.130,87.078,86.536,15.405
4439.152,90.655,88.116,15.851
4440.174,87.557,87.477,16.689
4441.197,88.489,86.781,16.031
4442.219,91.197,85.999,14.838
4443.242,87.366,84.834,13.918
4444.266,86.326,86.584,13.547
4445.289,87.859,86.145,14.329
4446.313,89.596,85.360,15.197
4447.337,90.298,85.910,15.148
4448.361,90.783,85.799,14.992
4449.385,88.840,84.338,14.793
4450.410,88.335,85.718,14.167
4451.435,91.836,85.405,14.354
4452.460,87.987,84.657,14.286
4453.485,87.269,84.776,14.245
4454.511,87.107,84.466,13.764
4455.536,89.964,83.012,12.383
4456.562,89.217,83.122,12.386
4457.589,89.625,83.407,13.539
4458.615,90.118,83.517,12.807
4459.642,85.939,83.751,13.264
4460.669,85.413,84.200,13.282
4461.696,88.994,84.242,13.434
4462.724,85.626,83.268,13.695
4463.751,86.503,83.787,13.633
4464.779,88.706,84.054,13.832
4465.808,84.377,82.997,14.201
4466.836,84.835,82.477,14.233
4467.865,84.773,83.343,14.132
4468.893,85.611,81.854,14.240
4469.923,87.228,78.853,13.881
4470.952,86.253,77.186,13.384
4471.982,85.747,77.195,13.560
4473.011,88.040,79.009,14.153
4474.041,88.861,81.563,14.411
4475.072,87.014,82.175,14.644
4476.102,86.321,84.576,15.094
4477.133,86.514,84.802,15.055
4478.164,83.157,85.355,15.090
4479.195,84.241,85.035,14.991
4480.227,85.383,81.610,14.250
4481.259,81.785,79.430,13.123
4482.290,83.163,79.877,12.881
4483.323,86.184,81.492,12.956
4484.355,84.656,83.334,13.696
4485.388,87.086,84.290,14.730
4486.421,85.444,83.973,14.912
4487.454,85.699,83.848,15.105
4488.487,86.642,83.783,14.542
4489.521,85.135,82.930,14.406
4490.555,83.291,82.794,14.396
4491.589,85.931,83.339,14.432
4492.623,85.918,83.375,15.083
4493.658,87.361,83.159,14.707
4494.693,87.975,83.363,14.185
4495.728,86.771,83.353,14.076
4496.763,84.960,83.616,14.197
4497.799,84.764,83.669,14.251
4498.834,85.559,83.179,14.304
4499.870,84.294,83.493,15.227
4500.907,85.707,82.814,16.067
4501.943,83.591,82.791,15.534
4502.980,83.920,83.823,14.784
4504.017,84.193,84.376,14.852
4505.054,80.506,84.112,15.903
4506.091,84.470,85.361,16.733
4507.129,80.145,83.479,17.228
4508.167,81.386,83.616,16.777
4509.205,82.408,83.822,16.033
