Wavelength,Flux,BestFit,SkyFlux
4545.692,22.620,21.402,7.483
4546.739,21.046,20.307,7.330
4547.786,20.090,20.004,7.489
4548.833,21.898,20.413,7.279
4549.881,20.586,20.152,6.921
4550.928,19.820,19.566,6.791
4551.976,20.776,19.743,6.490
4553.025,20.678,20.572,6.809
4554.073,20.323,20.801,7.050
4555.122,21.254,20.246,6.785
4556.171,20.660,19.587,6.475
4557.220,21.603,19.552,6.544
4558.270,20.736,20.503,7.036
4559.319,22.159,22.018,7.227
4560.369,22.377,22.633,7.002
4561.419,22.911,22.582,6.752
4562.470,23.863,22.619,6.592
4563.520,23.646,22.746,6.591
4564.571,22.288,22.488,6.445
4565.623,20.591,21.591,6.367
4566.674,22.131,20.462,6.383
4567.726,23.018,20.634,6.432
4568.777,22.325,21.790,6.401
4569.830,22.714,22.724,6.631
4570.882,22.606,22.664,6.931
4571.935,23.936,21.883,6.572
4572.987,21.573,20.728,6.097
4574.040,21.447,20.721,6.106
4575.094,21.459,21.933,6.388
4576.147,23.876,22.724,6.715
4577.201,22.836,22.384,6.824
4578.255,21.536,22.522,6.805
4579.310,22.549,22.619,6.897
4580.364,22.794,21.589,6.738
4581.419,21.107,20.050,6.626
4582.474,20.202,19.277,6.560
4583.529,21.067,19.852,6.521
4584.585,21.674,20.924,6.557
4585.640,21.301,21.332,6.516
